阅读,评论,标题,最后更新
132,1,像一坨,06-03 01:49
371,1,每天磨磨蹭蹭的，想拖谁的时间呢？,05-31 09:36
514,0,一直都是大单压在上面，没有量，涨个灯,05-30 10:19
383,0,洗盘也应该洗的差不多了吧？,05-30 09:29
343,0,今天大盘会暴涨，书生，来个涨停板,05-29 09:33
395,0,坚持就是胜利，520补仓的资金已经就绪，来吧，我喜欢，网格化交易真的很爽,05-28 09:38
360,0,来吧，一点不慌，520继续等你，网格化交易，谁怕谁呀,05-27 09:35
388,2,逆市大涨，太强了，持续关注，下周逐步建仓，北大我又回来了,05-24 09:02
375,1,平安集团拿了这么多货，难道拿来发霉？,05-24 10:41
361,1,先入1成仓位，跌至5.05加仓,05-24 10:36
243,0,能不能到达预期值T出？610顶起来！,05-24 09:19
147,1,补完5.01的缺口后重仓买入,05-23 02:30
233,2,5块69买入6万股，兄弟们一起上。,05-23 01:03
248,0,这个股早上就是高点，每天大单压着，感觉喘不过气来了,05-23 03:11
226,2,今天20日线5块7，能不能踩一下？,05-23 09:17
169,0,我觉得已经顶过了空头的攻击，不过依然维持老目标，5块7再买，6块1就卖,05-22 09:27
169,0,这个庄家大哥真有意思，进退不得了？,05-21 09:17
103,0,每天4分钱,05-20 10:39
553,5,北大学校与北大医药是啥关系？？？？？？,05-20 11:03
184,1,明日跌几个点,05-20 05:24
212,0,买了8万一周亏我4千，清了不玩了，3万买了航新科技2天就把亏的赚回来了,05-20 07:26
498,1,5月13日，中央纪委国家监委中国平安北大医疗雷波县、马边彝族自治县医疗机构专业技,05-20 02:39
214,0,有两个字相同，应该800年前是一家[呲牙][呲牙][呲牙],05-20 02:15
247,2,没想到丢人丢到北大了……不过也是～最近两大名校不是都惊到国人了吗？？,05-17 11:05
96,1,走了,05-20 09:47
133,0,北大医药与北大有关吗？？？？？？请散户朋友告知一下……………………,05-20 10:28
229,0,别的医药股好多都翻倍了，既然是合成制药，肯定有你的份吧？,05-20 09:18
414,1,平安活了，北医还会蔫吗？,05-18 11:10
476,6,主力成本超过5.50，没有8块他根本出不来,05-16 10:26
269,2,平手走人换地产股了,05-16 10:49
313,2,北大的鸿耗之志和生生学子能培养出什么药业呢？,05-17 08:09
815,6,6.60元是强压力位，如果能一举突破6.80元则会开启一波上涨行情。着这支票的庄,05-15 08:22
326,1,6.60是未来两年最高点！,05-17 10:48
470,1,主力已跑散了，不是横盘三月就是往下一个台阶。,05-17 02:44
282,1,成交量低迷！,05-17 11:40
187,0,丢人……………………,05-17 11:24
230,0,好多医药股涨不了多少就忽然翻绿都是出货远离此板块,05-17 10:42
210,0,好好的一只股变成死股了,05-17 10:34
150,0,没有想到丢人丢到北大了！！！！！不过两大名校最近都很受关注，惊到国人了……………,05-17 10:34
133,0,远离医药股,05-17 10:26
205,0,跌2%到5块69就买，Comeonbaby，来吧来吧，相约569,05-17 09:19
209,0,北大周线调整，周五止跌，下周继续格局,05-16 11:12
2278,2,持有北大医药的朋友盯紧几个价位哪里冲不过就在哪里抛,04-30 02:03
390,1,牛竟然涨三分差一点涨四分,05-16 03:02
258,0,牛啊还能红够不够明天跌的？,05-16 12:11
209,0,这个主力每天上演尾盘杀,05-16 10:31
238,1,今天5块7有没有机会？时刻准备着,05-16 09:25
219,0,北大30分钟红缩量比航天电子好看，头天大红，虽然第二天破白回踩兰，但是第三天就向,05-16 07:25
184,0,明天可以水下建仓了,05-15 11:19
294,1,公司最近新动作有吗,05-15 02:28
